metadata {
length 100
directionformat azimuth
audioformat stereo
lineformat ir
elevationstride 1
azimuthstride 2
azirange 44
}
left {
316, 0.000000, 0.000000, 0.000001, 0.000003, 0.000005, 0.000006, 0.000007, 0.000008, 0.000012, 0.000013, 0.000007, 0.000011, 0.000004, -0.000007, -0.000000, -0.000007, -0.000012, -0.000015, -0.000028, -0.000033, -0.000045, -0.000068, -0.000088, -0.000101, -0.000099, -0.000101, -0.000094, -0.000073, -0.000070, -0.000055, -0.000028, -0.000010, -0.000010, -0.000006, 0.000005, 0.000015, 0.000050, 0.000062, 0.000076, 0.000094, 0.000083, 0.000096, 0.000114, 0.000105, 0.000095, 0.000085, 0.000075, 0.000064, 0.000055, 0.000046, 0.000053, 0.000069, 0.000102, 0.000135, 0.000182, 0.000218, 0.000202, 0.000236, 0.000177, 0.000140, 0.000172, 0.000036, 0.000093, 0.000209, 0.000531, 0.001375, 0.002927, 0.005398, 0.009049, 0.013153, 0.017655, 0.026800, 0.087735, 0.075078, -0.125326, -0.122690, 0.002301, 0.036972, 0.144590, 0.073615, 0.149793, 0.181592, -0.171195, -0.245084, -0.136162, -0.097988, -0.111715, -0.038963, 0.050319, 0.036399, -0.013014, -0.050243, 0.041968, 0.036995, -0.001628, -0.000353, 0.001866, -0.019605, -0.027336, 0.013410, 
318, -0.000000, -0.000000, 0.000000, 0.000001, 0.000003, 0.000005, 0.000007, 0.000009, 0.000008, 0.000006, -0.000002, -0.000005, 0.000007, 0.000004, -0.000011, -0.000020, -0.000043, -0.000036, -0.000034, -0.000058, -0.000077, -0.000098, -0.000109, -0.000115, -0.000106, -0.000101, -0.000090, -0.000095, -0.000097, -0.000066, -0.000063, -0.000059, -0.000038, -0.000026, -0.000018, 0.000006, 0.000036, 0.000050, 0.000060, 0.000067, 0.000080, 0.000098, 0.000098, 0.000091, 0.000083, 0.000063, 0.000040, 0.000040, 0.000036, 0.000025, 0.000058, 0.000078, 0.000096, 0.000124, 0.000182, 0.000221, 0.000191, 0.000222, 0.000182, 0.000143, 0.000169, 0.000035, 0.000085, 0.000210, 0.000470, 0.001243, 0.002737, 0.005082, 0.008683, 0.012683, 0.017392, 0.024573, 0.080762, 0.085486, -0.106737, -0.133950, -0.005634, 0.028521, 0.140073, 0.083042, 0.125424, 0.199957, -0.128170, -0.252702, -0.146862, -0.101834, -0.116546, -0.053456, 0.044849, 0.041096, -0.002324, -0.048627, 0.032243, 0.044165, 0.003690, 0.001368, 0.000844, -0.016245, -0.031009, 0.004890, 
320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000002, 0.000005, 0.000005, 0.000006, 0.000009, 0.000000, -0.000003, -0.000004, 0.000000, -0.000004, -0.000027, -0.000047, -0.000049, -0.000032, -0.000066, -0.000091, -0.000096, -0.000105, -0.000116, -0.000118, -0.000115, -0.000110, -0.000106, -0.000119, -0.000101, -0.000081, -0.000068, -0.000052, -0.000037, -0.000037, -0.000013, 0.000014, 0.000030, 0.000037, 0.000060, 0.000082, 0.000082, 0.000106, 0.000087, 0.000077, 0.000065, 0.000070, 0.000062, 0.000045, 0.000051, 0.000044, 0.000070, 0.000059, 0.000081, 0.000107, 0.000156, 0.000204, 0.000186, 0.000209, 0.000182, 0.000145, 0.000166, 0.000055, 0.000062, 0.000173, 0.000414, 0.001136, 0.002540, 0.004779, 0.008303, 0.012209, 0.017086, 0.022644, 0.072918, 0.093802, -0.084823, -0.142715, -0.015492, 0.019962, 0.131293, 0.096071, 0.102449, 0.208037, -0.078015, -0.253576, -0.160859, -0.104606, -0.120231, -0.068448, 0.036482, 0.043892, 0.008743, -0.043266, 0.020032, 0.050319, 0.011189, 0.001655, -0.000053, -0.013996, -0.031131, -0.005420, 
322, 0.000000, 0.000000, 0.000001, 0.000001, 0.000002, 0.000004, 0.000011, 0.000015, 0.000017, 0.000024, 0.000021, 0.000017, 0.000013, 0.000006, -0.000012, -0.000015, -0.000022, -0.000016, -0.000018, -0.000037, -0.000054, -0.000070, -0.000081, -0.000097, -0.000092, -0.000081, -0.000084, -0.000095, -0.000080, -0.000070, -0.000072, -0.000053, -0.000029, -0.000022, -0.000002, 0.000021, 0.000031, 0.000037, 0.000052, 0.000085, 0.000095, 0.000114, 0.000112, 0.000099, 0.000096, 0.000087, 0.000070, 0.000055, 0.000064, 0.000049, 0.000076, 0.000098, 0.000094, 0.000127, 0.000159, 0.000189, 0.000205, 0.000249, 0.000216, 0.000173, 0.000216, 0.000084, 0.000063, 0.000187, 0.000387, 0.001018, 0.002364, 0.004467, 0.007876, 0.011693, 0.016649, 0.021050, 0.064824, 0.099667, -0.061067, -0.147759, -0.026906, 0.011218, 0.118792, 0.110310, 0.083685, 0.205842, -0.024892, -0.244660, -0.177452, -0.107536, -0.123017, -0.084270, 0.024146, 0.044436, 0.020938, -0.034532, 0.008168, 0.055128, 0.020107, 0.001157, -0.001749, -0.013055, -0.028389, -0.017121, 
324, -0.000000, -0.000000, 0.000000, 0.000003, 0.000005, 0.000005, 0.000008, 0.000013, 0.000017, 0.000019, 0.000022, 0.000030, 0.000026, 0.000007, -0.000002, -0.000004, -0.000012, -0.000028, -0.000040, -0.000034, -0.000040, -0.000053, -0.000058, -0.000076, -0.000073, -0.000085, -0.000096, -0.000081, -0.000082, -0.000071, -0.000070, -0.000043, -0.000006, 0.000013, 0.000018, 0.000014, 0.000040, 0.000041, 0.000061, 0.000085, 0.000089, 0.000109, 0.000108, 0.000099, 0.000104, 0.000105, 0.000081, 0.000061, 0.000061, 0.000055, 0.000059, 0.000070, 0.000086, 0.000129, 0.000166, 0.000208, 0.000214, 0.000240, 0.000238, 0.000151, 0.000175, 0.000111, 0.000065, 0.000154, 0.000339, 0.000909, 0.002165, 0.004125, 0.007347, 0.011114, 0.016114, 0.019781, 0.056338, 0.103084, -0.034961, -0.150173, -0.040592, 0.003748, 0.102622, 0.125849, 0.071178, 0.193129, 0.028261, -0.225619, -0.198086, -0.112472, -0.121552, -0.100108, 0.008062, 0.043600, 0.032711, -0.023808, -0.002705, 0.057034, 0.031084, 0.001311, -0.005113, -0.012249, -0.024622, -0.028730, 
326, 0.000000, 0.000000, 0.000000, 0.000001, 0.000005, 0.000007, 0.000008, 0.000012, 0.000021, 0.000020, 0.000012, 0.000016, 0.000022, 0.000015, 0.000001, -0.000010, -0.000001, 0.000002, -0.000015, -0.000051, -0.000070, -0.000075, -0.000083, -0.000078, -0.000086, -0.000092, -0.000083, -0.000082, -0.000087, -0.000050, -0.000035, -0.000041, -0.000024, -0.000024, -0.000008, 0.000022, 0.000046, 0.000064, 0.000086, 0.000083, 0.000074, 0.000091, 0.000097, 0.000092, 0.000080, 0.000083, 0.000078, 0.000060, 0.000065, 0.000065, 0.000066, 0.000065, 0.000073, 0.000105, 0.000150, 0.000209, 0.000210, 0.000231, 0.000257, 0.000170, 0.000175, 0.000117, 0.000056, 0.000166, 0.000295, 0.000771, 0.001939, 0.003781, 0.006856, 0.010563, 0.015435, 0.018805, 0.047603, 0.103266, -0.007236, -0.147347, -0.055192, -0.004037, 0.081811, 0.139388, 0.065887, 0.171735, 0.076572, -0.191774, -0.215729, -0.121571, -0.117263, -0.115563, -0.012685, 0.038666, 0.043086, -0.009967, -0.009849, 0.054440, 0.042442, 0.003572, -0.009436, -0.011186, -0.021773, -0.036785, 
328, -0.000000, -0.000000, 0.000000, 0.000001, 0.000002, 0.000002, 0.000001, -0.000001, -0.000004, -0.000002, 0.000007, 0.000004, -0.000014, -0.000029, -0.000026, -0.000019, -0.000042, -0.000061, -0.000077, -0.000085, -0.000096, -0.000101, -0.000107, -0.000113, -0.000116, -0.000128, -0.000117, -0.000111, -0.000116, -0.000109, -0.000103, -0.000090, -0.000078, -0.000060, -0.000026, -0.000013, -0.000002, 0.000020, 0.000039, 0.000045, 0.000031, 0.000037, 0.000060, 0.000072, 0.000062, 0.000050, 0.000048, 0.000033, 0.000022, 0.000023, 0.000025, 0.000036, 0.000043, 0.000072, 0.000110, 0.000165, 0.000182, 0.000176, 0.000198, 0.000157, 0.000163, 0.000116, 0.000032, 0.000096, 0.000226, 0.000653, 0.001676, 0.003409, 0.006264, 0.009922, 0.014616, 0.018139, 0.039441, 0.099835, 0.020293, -0.138923, -0.070613, -0.010352, 0.057636, 0.148100, 0.069742, 0.143764, 0.115297, -0.144550, -0.228124, -0.138224, -0.109917, -0.127998, -0.037915, 0.031926, 0.051383, 0.006362, -0.012532, 0.046667, 0.053200, 0.008779, -0.015250, -0.010657, -0.020106, -0.040237, 
330, 0.000000, 0.000000, 0.000001, 0.000002, 0.000006, 0.000012, 0.000016, 0.000022, 0.000025, 0.000023, 0.000016, 0.000010, 0.000012, 0.000018, 0.000006, 0.000004, 0.000016, 0.000002, -0.000015, -0.000031, -0.000038, -0.000054, -0.000070, -0.000077, -0.000076, -0.000051, -0.000052, -0.000068, -0.000069, -0.000047, -0.000035, -0.000039, -0.000026, -0.000011, 0.000010, 0.000020, 0.000045, 0.000074, 0.000073, 0.000082, 0.000105, 0.000109, 0.000109, 0.000109, 0.000090, 0.000095, 0.000097, 0.000072, 0.000069, 0.000072, 0.000062, 0.000079, 0.000093, 0.000111, 0.000160, 0.000219, 0.000230, 0.000231, 0.000268, 0.000203, 0.000177, 0.000156, 0.000056, 0.000126, 0.000237, 0.000584, 0.001503, 0.003139, 0.005753, 0.009321, 0.013758, 0.017713, 0.032632, 0.092980, 0.044689, -0.123886, -0.084653, -0.015747, 0.032840, 0.148892, 0.081578, 0.115684, 0.138199, -0.090018, -0.226676, -0.160462, -0.103974, -0.134267, -0.064739, 0.020894, 0.055119, 0.023931, -0.010003, 0.035821, 0.060242, 0.017817, -0.019617, -0.011357, -0.019408, -0.039030, 
332, 0.000000, 0.000000, 0.000001, 0.000002, 0.000004, 0.000007, 0.000008, 0.000009, 0.000012, 0.000023, 0.000024, 0.000012, 0.000017, 0.000014, 0.000006, -0.000006, -0.000015, -0.000025, -0.000029, -0.000024, -0.000035, -0.000043, -0.000061, -0.000079, -0.000081, -0.000083, -0.000083, -0.000081, -0.000077, -0.000069, -0.000059, -0.000025, -0.000011, -0.000012, 0.000004, 0.000016, 0.000035, 0.000066, 0.000087, 0.000080, 0.000082, 0.000097, 0.000112, 0.000124, 0.000116, 0.000098, 0.000100, 0.000080, 0.000052, 0.000055, 0.000059, 0.000075, 0.000091, 0.000099, 0.000130, 0.000206, 0.000227, 0.000220, 0.000255, 0.000202, 0.000166, 0.000181, 0.000062, 0.000082, 0.000212, 0.000503, 0.001277, 0.002793, 0.005176, 0.008687, 0.012833, 0.017232, 0.026986, 0.083405, 0.065690, -0.103442, -0.098036, -0.020260, 0.008837, 0.141454, 0.099825, 0.090691, 0.146565, -0.034243, -0.210838, -0.186359, -0.102693, -0.132816, -0.091592, 0.005541, 0.054933, 0.041931, -0.003387, 0.024408, 0.062109, 0.029841, -0.022096, -0.015401, -0.018789, -0.035112, 
334, -0.000000, -0.000000, 0.000000, 0.000001, -0.000000, -0.000002, -0.000001, 0.000006, 0.000008, 0.000008, 0.000008, 0.000010, 0.000000, -0.000022, -0.000018, -0.000026, -0.000049, -0.000057, -0.000051, -0.000050, -0.000049, -0.000063, -0.000083, -0.000091, -0.000107, -0.000122, -0.000116, -0.000102, -0.000109, -0.000108, -0.000095, -0.000081, -0.000051, -0.000034, -0.000028, -0.000016, -0.000000, 0.000025, 0.000026, 0.000027, 0.000054, 0.000068, 0.000074, 0.000077, 0.000062, 0.000047, 0.000059, 0.000054, 0.000048, 0.000047, 0.000031, 0.000055, 0.000066, 0.000075, 0.000110, 0.000156, 0.000174, 0.000181, 0.000229, 0.000196, 0.000154, 0.000175, 0.000051, 0.000052, 0.000158, 0.000399, 0.001073, 0.002456, 0.004572, 0.007955, 0.011878, 0.016719, 0.022554, 0.071346, 0.083231, -0.076435, -0.110671, -0.024484, -0.013749, 0.123357, 0.123129, 0.071888, 0.142953, 0.019382, -0.178003, -0.211530, -0.112734, -0.123498, -0.115910, -0.016085, 0.049430, 0.060382, 0.008586, 0.013630, 0.056923, 0.044672, -0.019227, -0.023292, -0.017519, -0.029802, 
